period,video_id,comment,published_at,like_count,cluster,x,y
before,bj7tdVNT30c,Spread your frustrations correctly,2022-06-09T16:48:11Z,3,0,-0.01763916042003531,-0.07397138263574177
before,bj7tdVNT30c,"Ruth could have left while Obama was in ofc.  She decided to hold power as long as she possibly could, which happened to be when a republican president was in ofc.",2022-06-09T16:47:54Z,2,0,-0.026878086827668977,-0.10348690321258294
before,bj7tdVNT30c,Your bias is showing hugely,2022-06-09T16:46:56Z,1,0,-0.018009501629595786,-0.08975772086306712
before,bj7tdVNT30c,"WHAAAT?! The real bombshell was that you used to be prolife! I too was prolife before having a child. As a teen I was heavily indoctrinated with my parent’s Catholic beliefs and was taught that god this god that. Now that I’m in my early 20s I have the understanding that NOT EVERYONE is Christian, so I don’t have the right to chose for Atheist people or anyone else for that matter. What would I feel if I were mandated to circumcise my child in a Jewish ecclasia or to be ordered to wear a hijab even though I’m not Muslim. FREEDOM FOR ALL.",2022-06-09T16:10:08Z,0,0,-0.07962786304261885,0.08026380495584991
before,bj7tdVNT30c,Tragically most ab0rtions are because of selfishness.,2022-06-09T15:26:30Z,4,0,-0.010991179046209243,-0.05934513391904302
before,bj7tdVNT30c,"I’m actually a Constitutional law junkie (if I hadn’t become a nurse, I would have become a lawyer). 

There’s a couple of comments that I would make. First of all, the parents and kids analogy isn’t 100% accurate. The Constitution isn’t about the powers of the federal government as much as it is (or is supposed to be) a check on the powers of the federal government. Many of these checks have been eroded due to the actions of Woodrow Wilson and FDR and then just a continued slow erosion since then. 

Returning abortion laws to the states is just one thing that would start working towards returning the United States back to its original form of a Constitutional republic. The more local to you government decisions are made, the more power that you, as a citizen, have. Because of this, all decision making should be done at the the most local practical level of government.

This is an opportunity and a call for individual citizens to become more active in government (and stop sleeping through civics. Stop it. Civics is IMPORTANT!) It doesn’t matter if you have kids or not, make sure you know who is on your local school board and what kids are learning. Make sure you know your city council members. All levels of city, county, and state government is more accessible to you, as a citizen, more responsible and accountable to you and should therefore be the levels of government where things are managed unless they are powers specifically granted to the federal government by the constitution.

I’m a huge proponent of slashing everything from the federal government that isn’t an enumerated power and returning ALL of it to the states. Yes, there would be adjustment pains but in the long run you would see a more effective, more accountable to the citizens government… more involved and aware citizens, and a leaner, less bloated and FAR less costly federal government. 

It would also cut down on a LOT of animosity. POTUS is NOT supposed to be “king of the world” and by returning the federal government to its constitutionally enumerated powers, we strip that role back down to an appropriate level of influence and importance.",2022-06-09T15:19:34Z,6,0,-0.06075291806297086,-0.141439441046337
before,bj7tdVNT30c,"He's right that Roe v. Wade was founded on garbage law - even RBG agreed.  What's even more true is that it was founded on primitive science, which is bound to result in unsettled law.",2022-06-09T15:07:54Z,0,0,-0.0462143946980519,-0.11645375699216387
before,bj7tdVNT30c,"Make no doubt…they will be coming after birth control, gay marriage and gay rights. Overturning R V. W is just the tip of the iceberg.",2022-06-09T15:02:37Z,0,0,-0.04914241771730052,0.040351683960754905
before,bj7tdVNT30c,Very strange country we live in.,2022-06-09T14:45:10Z,8,0,0.016322078020859384,-0.05055687182116663
before,bj7tdVNT30c,If Roe vs Wade is reversed it would be a HUGE step backwards ‼️‼️🤨🤨😱😰😢,2022-06-09T14:21:11Z,12,0,-0.04422937175029334,-0.17310944575954945
before,bj7tdVNT30c,my high school didn't have civics class!,2022-06-09T14:05:32Z,2,0,-0.023149319203623616,-0.10156092985600837
before,bj7tdVNT30c,Keep up the greatness Liz.   You’re a true pioneer.  Very inspirational,2022-06-09T13:55:22Z,10,0,-0.018781048590455107,-0.08861181347787728
before,IKebCANuirA,Let's circle back the LSD flower child's of the 60s know Peter doocy is voice for Americans OKLAHOMANS want  gov of ok put death penalty on child trafficking longer prison time kidnapping child porn Americans has voted Biden admin has no country or flag someone add,2022-05-22T15:11:01Z,0,0,-0.0674340001735661,0.008797895163408597
before,IKebCANuirA,Jen needs some jail time too according to the constitution it is a crime to break their Oath an Jen has definitely done that daily,2022-05-09T01:57:26Z,0,0,-0.030820851650656077,-0.1415213183794371
before,IKebCANuirA,FIRST WATCH is doing a investigation too,2022-05-09T01:54:56Z,0,0,-0.017763336672637943,-0.09924091774966201
before,IKebCANuirA,"SCHUMER NEEDS to go to jail for a hate crime for threatening the judges, he has caused idiots to go to there homes an it threatens the families too .",2022-05-09T01:54:15Z,0,0,-0.017128870022220855,-0.0994472391878927
before,IKebCANuirA,They'll be no consequences. Why should there be. Democrats are not concerned with the Republican politicians and why should they be.,2022-05-07T18:47:50Z,0,0,-0.019159301310954537,-0.08411297394582135
before,IKebCANuirA,Peppermint Patti still telling lies,2022-05-06T16:14:25Z,0,0,-0.018368196811450053,-0.09539785066298936
before,IKebCANuirA,"So the right wing Justice loaded Supreme Court were discussing how to overthrow Roe Vs. Wade and thought they could do so without the American people finding out... Nothing the religious fanatical right wing does stays hidden for very long . They should know this by now .  I would not be at all surprised that the "" leak "" came from the Court itself. Which it did . Because that's where the conspiracy started. Sen. Tom Cotton stated that if they could it would help the republican party in Nov. 2022.  It would help the Democrats . I do see how starting an insurrection would help the Republican Party get tarred and feathered and run out of Washington on a rail  Sen. Cotton.",2022-05-05T18:41:22Z,0,0,-0.064649291635791,-0.14277114993319012
before,IKebCANuirA,These dems are CROOKS!,2022-05-05T18:36:18Z,0,0,-0.019555201132876805,-0.09269562086879388
before,IKebCANuirA,"Another veteran cracked up today... Earlier this week veteran attacked at clinic by staff... Unconscious. Bang up job federal government, killing veterans wholesale.",2022-05-05T04:30:00Z,0,0,-0.03231109282754168,-0.09608542573394116
before,IKebCANuirA,We got rid of mayorkas a save this USA..he's no good for our homeland security letting illegal in w drugs a lost too many Americans..what does it take he need to mayorkas is lieing to our courts ..Needs to Impeach him a traitor to us..lies to our federal courts a our senators see this kick him out..Now..senators vote for Impeachment..,2022-05-05T02:06:32Z,0,0,0.006201945649837798,-0.1323076164945364
before,IKebCANuirA,Sad they are we need to let this USA..,2022-05-05T01:26:31Z,0,0,0.014581280761824663,-0.08719048675852395
before,IKebCANuirA,Democrats a Republicans need to work together a solve this now so we getusa back..,2022-05-05T01:24:52Z,0,0,-0.025457479116912565,-0.1343106005182784
before,IKebCANuirA,I won’t hold my breath till someone is held accountable. Prolly be dead by then.,2022-05-04T23:32:24Z,2,0,-0.020968645161024625,-0.08534070134269053
before,IKebCANuirA,GOD BLESS SENATOR COTTON! 👏👏🙌❤️🇺🇲❤️🌼💗,2022-05-04T23:23:16Z,1,0,-0.05160199791051088,-0.17255302128263764
before,IKebCANuirA,The Democraties Party Including Chuckie Schumer and Nancy Pelosi and Dick Durbin and President Bilden and Vice-president Harris are behind the Rots and Violence across the Country they love this high Taxes High Gasoline Prices Homeless High Food Prices High Crimes that are Committed by Crimmals and Abortionis they love all this Lawless,2022-05-04T23:15:11Z,0,0,-0.02088338032688558,-0.12208755565894687
before,IKebCANuirA,Funny thing is round about the time of the incident mitch was seen swapping brown envelopes with pelosi wtf 😳,2022-05-04T22:47:53Z,0,0,-0.030175028228537112,-0.10306425964776127
before,IKebCANuirA,"Probably the fbi that leaked it, come on they have zero credibility with the people of this country.",2022-05-04T21:56:42Z,0,0,-0.02768285483841148,-0.06645093311866761
before,IKebCANuirA,We need to dismantle the entire government.  Starr from scratch,2022-05-04T21:49:18Z,0,0,-0.038961437758277775,-0.16279315222407192
before,IKebCANuirA,HOLY SPIRIT FIRE reveal the Truth. Amen.,2022-05-04T21:35:21Z,1,0,-0.028149353431163992,-0.12606642307051982
before,IKebCANuirA,"..let's complain together,  that will help.  Mitch   and fox is full of lies",2022-05-04T01:59:40Z,1,0,-0.03568470244216555,-0.07240389323787033
before,IKebCANuirA,all the pro life people should have to adopt the children they claim to care about.   y'all infuriate me.  have a nice day,2022-05-04T01:52:07Z,0,0,-0.05253947292569223,0.09470675742171465
before,IKebCANuirA,"Tom Cotton is an American hero for stepping up and factually and condemning the liberal Democrats, Schumer has a short memory. Just last year he called out select justices for not doing what he wants. We can't vote him out of office soon enough",2022-05-04T01:36:00Z,4,0,-0.03542854604037323,-0.11148738838794171
before,IKebCANuirA,Thank You Sen. Tom Cotton for fighting for US !!! Thank you FOX NEWS for not airing the nauseating video of the Mary Poppins Truth Czar - eek !!!,2022-05-04T01:00:28Z,0,0,-0.029098257850337164,-0.15451235796145021
before,IKebCANuirA,They did delete thousands of people from Twitter and Facebook for telling the truth about masks and hcq and other treatments that work on cv19,2022-05-03T23:53:36Z,0,0,-0.03135109714633975,-0.07213672639492827
before,IKebCANuirA,They are corrupt and have been raping and stealing our freedoms and money for decades and they do not want to give that control up!,2022-05-03T23:48:55Z,0,0,-0.03988417201568267,-0.0070566410861414245
before,IKebCANuirA,"Don't get pregnant if you don''t want the baby, don't have sex in other words if you can't handle the consequences.  Total barbarians when it comes to this.  Oh,, lets just kill the baby.  Its too bad supporters for this were not aborted.",2022-05-03T23:21:24Z,0,2,0.1907860984586429,0.21071682579967738
before,IKebCANuirA,"It is pretty sick how Democrats get someone to leak the supreme courts preliminary decision on such a matter as abortion.  Stop and think about what that is.. It's killing a vital human being  growing inside the mother.  It is murder,, otherwise a person who murders a pregnant WOMAN not birthing people,, a female who is pregnant,, she gets murdered guess what charges the murderer gets hit with:  Double homicide.   Any questions?   It's murder and a pretty sick way of pulling limbs off the baby,, squishing it's head so the brain matter squirts out then they put the pieces together again like a puzzle to make sure they did not leave part of the baby inside.   That is sick in and of itself.  To think a mother would let that happen to her unborn baby.  People are standing up for this supporting it.  What a sick world we live in.",2022-05-03T23:19:24Z,0,2,0.14118441808337254,0.14490538585398427
before,IKebCANuirA,"Deplorable the left will stop at nothing - if it means your rights , free speech, your children, your health, your savings - they don’t care.",2022-05-03T22:59:01Z,0,0,-0.028518301505592945,0.1845264021142311
before,IKebCANuirA,"Treason ; defined as , intentionally betraying one's  allegiance by levying war against the government or giving aid or comfort to the enemy. 
     Treason is the highest of all crimes.",2022-05-03T22:57:31Z,5,0,-0.0281111059175465,-0.11702596405263939
before,IKebCANuirA,41,2022-05-03T22:45:27Z,1,0,-0.010991179046209243,-0.05934513391904302
before,IKebCANuirA,Vaccine and Democrat EVIL 😈 and World .,2022-05-03T22:42:25Z,1,0,0.016959452879706863,-0.06427214456058694
before,IKebCANuirA,Jen looks unwell!!🥳🥳🥳,2022-05-03T22:27:56Z,0,0,-0.018706098106953735,-0.12016508745162509
before,IKebCANuirA,"Do not underestimate the democrat’s fascination with establishing a totalitarian communist government in the United States. The dems have always had a love affair with communism as demonstrated by the democrat Boland amendment allowing communism to take root in Nicaragua. The dems believe that they can run a communist government in America better than Russia or China. Today, the democrat party should be called the American Communist Party.",2022-05-03T22:16:26Z,0,0,-0.010818984103363145,-0.13450868963848475
before,IKebCANuirA,Well said Senator Cotton!,2022-05-03T22:10:49Z,9,0,-0.03306469920848285,-0.14885946999680572
before,IKebCANuirA,Senator stop being rediculous.  Republicans fund raise off of anything,2022-05-03T21:58:05Z,0,0,-0.0012876289164360302,-0.12588548813230815
before,IKebCANuirA,Gutless cowards,2022-05-03T21:55:58Z,0,0,-0.010991179046209243,-0.05934513391904302
before,IKebCANuirA,"While you're making demands, demand something be done with the VA.",2022-05-03T21:55:31Z,1,0,-0.024397973966821074,-0.013346075201668153
before,IKebCANuirA,So Senator who leaked this?  Was it a Republican leak.  Senator in November of 2020 the Republicans didn’t get their way and look what Trump did.,2022-05-03T21:54:00Z,0,0,-0.035343680191102796,-0.16918826932399858
before,IKebCANuirA,"I haven't heard anything about Covid19 in over a week ! It's wonderful....on the flip side , all I hear about now  is Russia and Ukraine and now Roe vs Wade .",2022-05-03T21:38:12Z,2,0,-0.046324676042805026,-0.18128884074131413
before,IKebCANuirA,Because it's just got to stop I can't wait to November these dems are going down you Marxist socialist bastards,2022-05-03T21:22:57Z,0,0,-0.012129487128928048,-0.08228102810616407
before,IKebCANuirA,JEN PSAKI MAKES ME SICK!,2022-05-03T21:10:02Z,0,1,-0.005146400436504395,-0.11899754983091908
before,IKebCANuirA,"Thank God for the GOOD US Congress Members that truIy SERVE OUR Country and WE, the PeopIe's concerns and issues.  May God BIess, protect, and guide these wonderfuI PubIic Servants.",2022-05-03T20:38:05Z,5,0,-0.03662103756608473,-0.14020514219712713
before,IKebCANuirA,"Keep going Tom. We love you in Paris, AR. Lee's House again I hope.",2022-05-03T20:36:39Z,11,0,-0.03595501779380998,-0.11125579668922522
before,IKebCANuirA,"Which lives matter this week, all or none or is it something in between.",2022-05-03T19:45:30Z,3,0,-0.0324165704311821,-0.07655576193017528
before,IKebCANuirA,"Get rid of government privilege of being able to lie , call for violence and enriching themselves. Jail time for everyone in this installed administration. They have been laundering trillions",2022-05-03T19:22:58Z,0,0,-0.027546962677751727,-0.11853509958846274
before,IKebCANuirA,Mothers day is going to be a blowout this year lol.,2022-05-03T19:14:23Z,6,0,-0.04583628238003051,-0.08215171018135556
before,IKebCANuirA,Has Justice Brown begun her term?,2022-05-03T19:12:36Z,1,0,-0.023220449320131505,-0.06731353881346817
before,IKebCANuirA,"Biden made it clear that he has no problem openly doing anything with Russia
Do something🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",2022-05-03T19:08:35Z,0,0,-0.0271361194752838,-0.11380212399031539
before,dxv0NoIFboU,"Put your trust not in this world nor the things in it. It's not going to last. But Lord Jesus Christ, the risen Savior suffered, bled, and died on the cross for your sins. He was buried and rose on the 3rd day according to the scriptures! He is the Only Begotten Son of the Living God of the heavens and earth! He is the ONLY way to eternal life. He bore your sins and wants you to come by faith and believe on Him. Repent of your sins and trust in Him. Confess Him as your Lord and Savior. He's coming back to earth soon to gather those who have put their trust and faith in Him alone. You don't need to fear  the end of this world He's going to judge evil people and those who refuse to trust in Him. They experience God's wrath and they will be punished  eternally. Those who trust in Jesus Christ are SAFE! HE IS OUR ONLY HOPE. 
No good person, good behavior or money can save you!!! 
No earthly plan can save you!!! 
Only Jesus Christ gives you the chance to be born again through faith in Him and security. 
His gift of eternal life is FREE, but it costed Him everything. 
Don't waste your chance to be free from sin and receive eternal life!❤️",2022-05-08T09:13:12Z,0,0,-0.05039820760762383,-0.017170754835200194
before,dxv0NoIFboU,"I don’t understand, overturning Roe v Wade will NOT stop your ability to get abortions, nitwits!!! Sheesh, can’t anyone READ?",2022-05-08T06:52:56Z,0,0,-0.03789191515166823,-0.04443231029734847
before,dxv0NoIFboU,"Ești un idol bigasss.uno mereu în inima mea 💋 frumos, dragoste, alegere, cultural. Sunt unul dintrec cele mai bune concerte....",2022-05-08T06:16:15Z,0,0,-0.015748974613343757,-0.06778046744898604
before,8YJ3L8y6TZU,Can't imagine people who think it's okay to force women to go full term and make sure women don't have a choice about their own bodies,2022-06-25T03:02:13Z,1,0,-0.06202209396784872,0.13099063295666152
before,8YJ3L8y6TZU,I can’t imagine the depravity present in someone’s mind that they would fight this hard to kill babies.,2022-05-05T21:43:34Z,4,1,-0.014701352067051058,0.08647211776507814
before,XpFj9XfFcyE,Free Abortion on Demand,2026-05-31T13:19:58Z,0,0,-0.0544366652306833,0.1537544968548203
before,XpFj9XfFcyE,They have abortion if it's not a soulmate child❤,2023-04-06T19:32:37Z,0,0,-0.10157328212547381,0.2798505929333776
before,XpFj9XfFcyE,This makes me sick,2022-08-29T00:03:41Z,0,1,0.00179231232059936,-0.08899850727915362
before,XpFj9XfFcyE,"Greetings,
It appears to me that New York still has access or abortions.  So, Roe has not been overturned in New York.  Am I wrong?
Chief Ken Bauer (Ret)",2022-06-27T22:24:53Z,0,0,-0.056001680905526076,-0.12129493210274957
before,XpFj9XfFcyE,"How many of these Hypocrites were recently demonstrating against gun ownership because they wanted to keep children ""safe"".",2022-06-27T11:02:51Z,0,0,-0.02735782139944766,0.006201599283878404
before,XpFj9XfFcyE,When did we stop using fire hoses on these guys? They look like they could use a wash!,2022-06-25T19:00:36Z,0,0,-0.013689308549264437,-0.06826403582788669
before,XpFj9XfFcyE,Women arguably and justifiably make a stand for having sole ownership of rights to our bodies and now suffer lack resources re: baby formula shortages and shortages of feminine products are clear examples of male chauvinism that further points to spiritual wickedness in high places.,2022-06-23T03:56:17Z,0,2,0.12581314129756996,0.05897185018053381
before,XpFj9XfFcyE,"This is about the fundamental destruction of the family unit.
This is about CHILD SACRIFICE .
THE MASK IS OFF!! This is about HATE.",2022-05-14T23:44:51Z,0,0,-0.04555692839938973,0.01279294558197714
before,XpFj9XfFcyE,Demons in action. Listen to how childish and spioled and mean. No compassion at all and total cynicism. Fully surrounded by 😈 😈 😈 Demons. They need your prayers.,2022-05-14T19:21:24Z,1,0,-0.015688708507284894,-0.07696721794317614
before,XpFj9XfFcyE,This is only about Murder. Nothing else. Don't let them fool you under the guise of racism and other rights. Please 🙏 pray,2022-05-14T19:19:00Z,0,0,-0.04875044727271399,0.3357993554098822
before,XpFj9XfFcyE,"Jeremiah 1:5. ""Before I formed you in the womb I knew you, before you were born I set you apart.""
  Says the LORD.   Even before conception there is life. Abortion is Murder. Please pray",2022-05-14T19:17:41Z,1,0,-0.03391956897720513,0.20547574289547865
before,XpFj9XfFcyE,Earthquake Kelly heard from Jesus himself that abortion is wrong and must be stopped ! he said this is serious ! this is serious! there was something they were suppose to do for the kingdom of God.,2022-05-11T00:16:46Z,0,0,-0.0742988275698809,-0.01210491103339415
before,XpFj9XfFcyE,So proud to be a woman..so proud of you all.,2022-05-06T16:36:15Z,0,0,-0.019555377117285142,-0.07265431663911955
before,XpFj9XfFcyE,Reproductive rights are an oxymoron to abortionists.,2022-05-06T01:02:31Z,0,0,0.0314832859675568,0.09141738065906313
before,XpFj9XfFcyE,Arrest all the killers ‼️,2022-05-04T21:52:07Z,0,2,0.534492444907745,-0.1219413852792254
before,XpFj9XfFcyE,Arrest all the killers.,2022-05-04T21:51:31Z,0,2,0.534492444907745,-0.1219413852792254
before,XpFj9XfFcyE,"It's not very ""reproductive"" to kill a baby that will eventually be able to reproduce. #StopKillingBabies",2022-05-04T18:30:04Z,0,2,0.3082325904647143,0.06140733102543414
before,XpFj9XfFcyE,Oh no!  Insurrection by babyhaters ! Start an immediate congressional inquiry!,2022-05-04T18:20:36Z,0,0,-0.01204282700577502,-0.07676282536963742
before,XpFj9XfFcyE,Hmm I guess you should never miss an opportunity to pander for money,2022-05-04T14:53:16Z,1,0,-0.015821222155940416,-0.07161421881415585
before,XpFj9XfFcyE,"Evil. Absolute evil. Abortion 👏 is 👏 murder 👏 
Slippery slope. Women will be allowed to murder their born babies soon. California is already considering it. Parading under women’s rights is offensive. Say what it is. Selfish person’s rights. A real woman wouldn’t kill her baby.",2022-05-04T14:32:21Z,0,2,0.06458805641116332,0.3673995476187635
before,XpFj9XfFcyE,Let's keep abortion for that city and neighborhood. Please. Look at the clients.,2022-05-04T12:09:08Z,0,0,-0.05595101391768406,0.09099182152427972
before,XpFj9XfFcyE,Your body your rights...?? I didn't saw anyone claiming that so passionate when it had to do with mandatory  covid vaccinations! Wasn't it you body and your choice???Where exactly where all of your folks when it came to the point that we have no rights relevant to our (everyone's) bodies????,2022-05-04T12:05:40Z,3,0,-0.03044213115816739,-0.005695014900355216
